,Date,Total Approve,Total Disapprove,Total_Approve,Total_Disapprove,Relative_Approval,Neutral
586,9/17/2018,49%,50%,49,50,-1,1
587,9/14/2018,47%,51%,47,51,-4,2
588,9/13/2018,46%,52%,46,52,-6,2
589,9/12/2018,45%,53%,45,53,-8,2
590,9/11/2018,47%,51%,47,51,-4,2
591,9/10/2018,48%,51%,48,51,-3,1
592,9/7/2018,48%,52%,48,52,-4,0
593,9/6/2018,46%,53%,46,53,-7,1
594,9/5/2018,44%,54%,44,54,-10,2
595,9/4/2018,45%,53%,45,53,-8,2
596,9/3/2018,47%,51%,47,51,-4,2
597,8/31/2018,48%,50%,48,50,-2,2
598,8/30/2018,48%,51%,48,51,-3,1
599,8/29/2018,47%,53%,47,53,-6,0
600,8/28/2018,46%,53%,46,53,-7,1
601,8/27/2018,46%,54%,46,54,-8,0
602,8/24/2018,46%,53%,46,53,-7,1
603,8/23/2018,46%,52%,46,52,-6,2
604,8/22/2018,46%,52%,46,52,-6,2
605,8/21/2018,46%,53%,46,53,-7,1
606,8/20/2018,48%,52%,48,52,-4,0
607,8/17/2018,48%,51%,48,51,-3,1
608,8/16/2018,49%,50%,49,50,-1,1
609,8/15/2018,49%,49%,49,49,0,2
610,8/14/2018,50%,49%,50,49,1,1
611,8/13/2018,48%,50%,48,50,-2,2
612,8/10/2018,46%,52%,46,52,-6,2
613,8/9/2018,47%,51%,47,51,-4,2
614,8/8/2018,47%,51%,47,51,-4,2
615,8/7/2018,47%,51%,47,51,-4,2
616,8/6/2018,47%,51%,47,51,-4,2
617,8/3/2018,48%,50%,48,50,-2,2
618,8/2/2018,50%,49%,50,49,1,1
619,8/1/2018,48%,50%,48,50,-2,2
620,7/31/2018,48%,50%,48,50,-2,2
621,7/30/2018,47%,51%,47,51,-4,2
622,7/27/2018,46%,52%,46,52,-6,2
623,7/26/2018,46%,53%,46,53,-7,1
624,7/25/2018,46%,52%,46,52,-6,2
625,7/24/2018,46%,53%,46,53,-7,1
626,7/23/2018,46%,53%,46,53,-7,1
627,7/20/2018,44%,55%,44,55,-11,1
628,7/19/2018,45%,54%,45,54,-9,1
629,7/18/2018,44%,54%,44,54,-10,2
630,7/17/2018,46%,53%,46,53,-7,1
631,7/16/2018,45%,54%,45,54,-9,1
632,7/13/2018,46%,53%,46,53,-7,1
633,7/12/2018,46%,52%,46,52,-6,2
634,7/11/2018,47%,51%,47,51,-4,2
635,7/10/2018,47%,51%,47,51,-4,2
636,7/9/2018,47%,52%,47,52,-5,1
637,7/6/2018,47%,52%,47,52,-5,1
638,7/3/2018,48%,51%,48,51,-3,1
639,7/2/2018,48%,51%,48,51,-3,1
640,6/29/2018,47%,52%,47,52,-5,1
641,6/28/2018,46%,53%,46,53,-7,1
642,6/27/2018,45%,54%,45,54,-9,1
643,6/26/2018,46%,52%,46,52,-6,2
644,6/25/2018,46%,52%,46,52,-6,2
645,6/22/2018,46%,52%,46,52,-6,2
646,6/21/2018,46%,52%,46,52,-6,2
647,6/20/2018,48%,50%,48,50,-2,2
648,6/19/2018,48%,50%,48,50,-2,2
649,6/18/2018,48%,50%,48,50,-2,2
650,6/15/2018,47%,51%,47,51,-4,2
651,6/14/2018,49%,49%,49,49,0,2
652,6/13/2018,49%,49%,49,49,0,2
653,6/12/2018,49%,50%,49,50,-1,1
654,6/11/2018,47%,52%,47,52,-5,1
655,6/8/2018,47%,51%,47,51,-4,2
656,6/7/2018,49%,49%,49,49,0,2
657,6/6/2018,49%,49%,49,49,0,2
658,6/5/2018,48%,50%,48,50,-2,2
659,6/4/2018,48%,50%,48,50,-2,2
660,6/1/2018,48%,50%,48,50,-2,2
661,5/31/2018,47%,52%,47,52,-5,1
662,5/30/2018,47%,52%,47,52,-5,1
663,5/29/2018,48%,51%,48,51,-3,1
664,5/28/2018,49%,50%,49,50,-1,1
665,5/25/2018,49%,50%,49,50,-1,1
666,5/24/2018,49%,50%,49,50,-1,1
667,5/23/2018,48%,51%,48,51,-3,1
668,5/22/2018,50%,49%,50,49,1,1
669,5/21/2018,47%,51%,47,51,-4,2
670,5/18/2018,50%,49%,50,49,1,1
671,5/17/2018,49%,50%,49,50,-1,1
672,5/16/2018,48%,50%,48,50,-2,2
673,5/15/2018,47%,52%,47,52,-5,1
674,5/14/2018,47%,52%,47,52,-5,1
675,5/11/2018,49%,49%,49,49,0,2
676,5/10/2018,48%,50%,48,50,-2,2
677,5/9/2018,47%,51%,47,51,-4,2
678,5/8/2018,47%,51%,47,51,-4,2
679,5/7/2018,49%,49%,49,49,0,2
680,5/4/2018,51%,49%,51,49,2,0
681,5/3/2018,50%,49%,50,49,1,1
682,5/2/2018,49%,49%,49,49,0,2
683,5/1/2018,48%,50%,48,50,-2,2
684,4/30/2018,47%,52%,47,52,-5,1
685,4/27/2018,47%,52%,47,52,-5,1
686,4/26/2018,47%,52%,47,52,-5,1
687,4/25/2018,48%,50%,48,50,-2,2
688,4/24/2018,48%,50%,48,50,-2,2
689,4/23/2018,48%,50%,48,50,-2,2
690,4/20/2018,49%,50%,49,50,-1,1
691,4/19/2018,48%,51%,48,51,-3,1
692,4/18/2018,50%,49%,50,49,1,1
693,4/17/2018,49%,50%,49,50,-1,1
694,4/16/2018,51%,48%,51,48,3,1
695,4/13/2018,50%,49%,50,49,1,1
696,4/12/2018,50%,49%,50,49,1,1
697,4/11/2018,49%,50%,49,50,-1,1
698,4/10/2018,48%,51%,48,51,-3,1
699,4/9/2018,48%,52%,48,52,-4,0
700,4/6/2018,47%,52%,47,52,-5,1
701,4/5/2018,47%,51%,47,51,-4,2
702,4/4/2018,51%,48%,51,48,3,1
703,4/3/2018,49%,50%,49,50,-1,1
704,4/2/2018,50%,49%,50,49,1,1
705,3/30/2018,47%,52%,47,52,-5,1
706,3/29/2018,45%,53%,45,53,-8,2
707,3/28/2018,45%,53%,45,53,-8,2
708,3/27/2018,46%,53%,46,53,-7,1
709,3/26/2018,46%,52%,46,52,-6,2
710,3/23/2018,46%,52%,46,52,-6,2
711,3/22/2018,47%,52%,47,52,-5,1
712,3/21/2018,46%,52%,46,52,-6,2
713,3/20/2018,47%,52%,47,52,-5,1
714,3/19/2018,47%,52%,47,52,-5,1
715,3/16/2018,47%,52%,47,52,-5,1
716,3/15/2018,46%,53%,46,53,-7,1
717,3/14/2018,47%,52%,47,52,-5,1
718,3/13/2018,48%,51%,48,51,-3,1
719,3/12/2018,45%,53%,45,53,-8,2
720,3/9/2018,44%,54%,44,54,-10,2
721,3/8/2018,45%,54%,45,54,-9,1
722,3/7/2018,46%,53%,46,53,-7,1
723,3/6/2018,48%,52%,48,52,-4,0
724,3/5/2018,48%,52%,48,52,-4,0
725,3/2/2018,49%,50%,49,50,-1,1
726,3/1/2018,49%,50%,49,50,-1,1
727,2/28/2018,49%,50%,49,50,-1,1
728,2/27/2018,50%,48%,50,48,2,2
729,2/26/2018,49%,49%,49,49,0,2
730,2/23/2018,50%,49%,50,49,1,1
731,2/22/2018,48%,51%,48,51,-3,1
732,2/21/2018,48%,51%,48,51,-3,1
733,2/20/2018,46%,53%,46,53,-7,1
734,2/19/2018,47%,52%,47,52,-5,1
735,2/16/2018,47%,52%,47,52,-5,1
736,2/15/2018,48%,51%,48,51,-3,1
737,2/14/2018,47%,52%,47,52,-5,1
738,2/13/2018,48%,50%,48,50,-2,2
739,2/12/2018,48%,50%,48,50,-2,2
740,2/9/2018,49%,50%,49,50,-1,1
741,2/8/2018,48%,50%,48,50,-2,2
742,2/7/2018,48%,51%,48,51,-3,1
743,2/6/2018,49%,50%,49,50,-1,1
744,2/5/2018,49%,49%,49,49,0,2
745,2/2/2018,49%,49%,49,49,0,2
746,2/1/2018,45%,53%,45,53,-8,2
747,1/31/2018,44%,54%,44,54,-10,2
748,1/30/2018,43%,56%,43,56,-13,1
749,1/29/2018,43%,56%,43,56,-13,1
750,1/26/2018,44%,55%,44,55,-11,1
751,1/25/2018,45%,54%,45,54,-9,1
752,1/24/2018,44%,55%,44,55,-11,1
753,1/23/2018,43%,57%,43,57,-14,0
754,1/22/2018,42%,56%,42,56,-14,2
755,1/19/2018,45%,54%,45,54,-9,1
756,1/18/2018,45%,54%,45,54,-9,1
757,1/17/2018,45%,54%,45,54,-9,1
758,1/16/2018,45%,54%,45,54,-9,1
759,1/15/2018,46%,52%,46,52,-6,2
760,1/12/2018,46%,53%,46,53,-7,1
761,1/11/2018,45%,53%,45,53,-8,2
762,1/10/2018,44%,55%,44,55,-11,1
763,1/9/2018,43%,56%,43,56,-13,1
764,1/8/2018,42%,56%,42,56,-14,2
765,1/5/2018,44%,54%,44,54,-10,2
766,1/4/2018,45%,53%,45,53,-8,2
767,1/3/2018,44%,54%,44,54,-10,2
768,12/29/2017,45%,53%,45,53,-8,2
769,12/28/2017,46%,53%,46,53,-7,1
770,12/27/2017,45%,53%,45,53,-8,2
771,12/22/2017,44%,54%,44,54,-10,2
772,12/21/2017,43%,55%,43,55,-12,2
773,12/20/2017,44%,54%,44,54,-10,2
774,12/19/2017,43%,55%,43,55,-12,2
775,12/18/2017,42%,55%,42,55,-13,3
776,12/15/2017,40%,57%,40,57,-17,3
777,12/14/2017,41%,57%,41,57,-16,2
778,12/13/2017,41%,57%,41,57,-16,2
779,12/12/2017,41%,57%,41,57,-16,2
780,12/11/2017,42%,56%,42,56,-14,2
781,12/8/2017,42%,56%,42,56,-14,2
782,12/7/2017,44%,55%,44,55,-11,1
783,12/6/2017,42%,56%,42,56,-14,2
784,12/5/2017,43%,55%,43,55,-12,2
785,12/4/2017,42%,56%,42,56,-14,2
786,12/1/2017,44%,55%,44,55,-11,1
787,11/30/2017,42%,56%,42,56,-14,2
788,11/29/2017,41%,57%,41,57,-16,2
789,11/28/2017,42%,56%,42,56,-14,2
790,11/27/2017,43%,55%,43,55,-12,2
791,11/22/2017,44%,54%,44,54,-10,2
792,11/21/2017,43%,56%,43,56,-13,1
793,11/20/2017,41%,57%,41,57,-16,2
794,11/17/2017,42%,56%,42,56,-14,2
795,11/16/2017,41%,57%,41,57,-16,2
796,11/15/2017,45%,53%,45,53,-8,2
797,11/14/2017,44%,54%,44,54,-10,2
798,11/13/2017,46%,53%,46,53,-7,1
799,11/10/2017,44%,55%,44,55,-11,1
800,11/9/2017,43%,56%,43,56,-13,1
801,11/8/2017,42%,57%,42,57,-15,1
802,11/7/2017,43%,56%,43,56,-13,1
803,11/6/2017,44%,55%,44,55,-11,1
804,11/3/2017,43%,55%,43,55,-12,2
805,11/2/2017,43%,56%,43,56,-13,1
806,11/1/2017,43%,55%,43,55,-12,2
807,10/31/2017,44%,54%,44,54,-10,2
808,10/30/2017,44%,54%,44,54,-10,2
809,10/27/2017,43%,55%,43,55,-12,2
810,10/26/2017,43%,55%,43,55,-12,2
811,10/25/2017,42%,56%,42,56,-14,2
812,10/24/2017,43%,56%,43,56,-13,1
813,10/23/2017,41%,58%,41,58,-17,1
814,10/20/2017,43%,55%,43,55,-12,2
815,10/19/2017,41%,57%,41,57,-16,2
816,10/18/2017,43%,55%,43,55,-12,2
817,10/17/2017,41%,57%,41,57,-16,2
818,10/16/2017,43%,56%,43,56,-13,1
819,10/13/2017,43%,55%,43,55,-12,2
820,10/12/2017,44%,55%,44,55,-11,1
821,10/11/2017,43%,56%,43,56,-13,1
822,10/10/2017,43%,56%,43,56,-13,1
823,10/9/2017,44%,55%,44,55,-11,1
824,10/6/2017,46%,53%,46,53,-7,1
825,10/5/2017,45%,54%,45,54,-9,1
826,10/4/2017,44%,55%,44,55,-11,1
827,10/3/2017,42%,57%,42,57,-15,1
828,10/2/2017,42%,57%,42,57,-15,1
829,9/29/2017,45%,54%,45,54,-9,1
830,9/28/2017,43%,56%,43,56,-13,1
831,9/27/2017,43%,56%,43,56,-13,1
832,9/26/2017,42%,56%,42,56,-14,2
833,9/25/2017,44%,54%,44,54,-10,2
834,9/22/2017,43%,55%,43,55,-12,2
835,9/21/2017,43%,55%,43,55,-12,2
836,9/20/2017,42%,56%,42,56,-14,2
837,9/19/2017,43%,55%,43,55,-12,2
838,9/18/2017,44%,55%,44,55,-11,1
839,9/15/2017,43%,55%,43,55,-12,2
840,9/14/2017,44%,54%,44,54,-10,2
841,9/13/2017,42%,56%,42,56,-14,2
842,9/12/2017,44%,54%,44,54,-10,2
843,9/11/2017,44%,55%,44,55,-11,1
844,9/8/2017,46%,53%,46,53,-7,1
845,9/7/2017,45%,54%,45,54,-9,1
846,9/6/2017,45%,53%,45,53,-8,2
847,9/5/2017,44%,54%,44,54,-10,2
848,9/4/2017,43%,55%,43,55,-12,2
849,9/1/2017,42%,56%,42,56,-14,2
850,8/31/2017,41%,58%,41,58,-17,1
851,8/30/2017,41%,58%,41,58,-17,1
852,8/29/2017,41%,58%,41,58,-17,1
853,8/28/2017,42%,57%,42,57,-15,1
854,8/25/2017,42%,56%,42,56,-14,2
855,8/24/2017,42%,56%,42,56,-14,2
856,8/23/2017,41%,57%,41,57,-16,2
857,8/22/2017,43%,56%,43,56,-13,1
858,8/21/2017,42%,57%,42,57,-15,1
859,8/18/2017,42%,57%,42,57,-15,1
860,8/17/2017,40%,59%,40,59,-19,1
861,8/16/2017,40%,58%,40,58,-18,2
862,8/15/2017,42%,57%,42,57,-15,1
863,8/14/2017,43%,55%,43,55,-12,2
864,8/11/2017,45%,53%,45,53,-8,2
865,8/10/2017,44%,54%,44,54,-10,2
866,8/9/2017,42%,56%,42,56,-14,2
867,8/8/2017,41%,57%,41,57,-16,2
868,8/7/2017,41%,57%,41,57,-16,2
869,8/4/2017,39%,59%,39,59,-20,2
870,8/3/2017,39%,60%,39,60,-21,1
871,8/2/2017,38%,62%,38,62,-24,0
872,8/1/2017,39%,61%,39,61,-22,0
873,7/31/2017,39%,61%,39,61,-22,0
874,7/28/2017,41%,59%,41,59,-18,0
875,7/27/2017,41%,59%,41,59,-18,0
876,7/26/2017,43%,57%,43,57,-14,0
877,7/25/2017,42%,58%,42,58,-16,0
878,7/24/2017,44%,56%,44,56,-12,0
879,7/21/2017,43%,57%,43,57,-14,0
880,7/20/2017,43%,57%,43,57,-14,0
881,7/19/2017,42%,58%,42,58,-16,0
882,7/18/2017,43%,57%,43,57,-14,0
883,7/17/2017,43%,57%,43,57,-14,0
884,7/14/2017,43%,57%,43,57,-14,0
885,7/13/2017,44%,56%,44,56,-12,0
886,7/12/2017,45%,55%,45,55,-10,0
887,7/11/2017,45%,55%,45,55,-10,0
888,7/10/2017,45%,55%,45,55,-10,0
889,7/7/2017,45%,55%,45,55,-10,0
890,7/6/2017,44%,56%,44,56,-12,0
891,7/4/2017,44%,56%,44,56,-12,0
892,7/3/2017,44%,56%,44,56,-12,0
893,6/30/2017,46%,54%,46,54,-8,0
894,6/29/2017,45%,55%,45,55,-10,0
895,6/28/2017,46%,54%,46,54,-8,0
896,6/27/2017,46%,54%,46,54,-8,0
897,6/26/2017,47%,53%,47,53,-6,0
898,6/23/2017,46%,54%,46,54,-8,0
899,6/22/2017,46%,54%,46,54,-8,0
900,6/21/2017,45%,55%,45,55,-10,0
901,6/20/2017,47%,53%,47,53,-6,0
902,6/19/2017,48%,51%,48,51,-3,1
903,6/16/2017,50%,50%,50,50,0,0
904,6/15/2017,47%,53%,47,53,-6,0
905,6/14/2017,45%,55%,45,55,-10,0
906,6/13/2017,43%,57%,43,57,-14,0
907,6/12/2017,46%,54%,46,54,-8,0
908,6/9/2017,46%,54%,46,54,-8,0
909,6/8/2017,46%,54%,46,54,-8,0
910,6/7/2017,45%,55%,45,55,-10,0
911,6/6/2017,46%,54%,46,54,-8,0
912,6/5/2017,46%,54%,46,54,-8,0
913,6/2/2017,44%,56%,44,56,-12,0
914,6/1/2017,43%,57%,43,57,-14,0
915,5/31/2017,43%,57%,43,57,-14,0
916,5/30/2017,44%,56%,44,56,-12,0
917,5/29/2017,45%,55%,45,55,-10,0
918,5/26/2017,46%,54%,46,54,-8,0
919,5/25/2017,48%,52%,48,52,-4,0
920,5/24/2017,48%,52%,48,52,-4,0
921,5/23/2017,46%,54%,46,54,-8,0
922,5/22/2017,44%,56%,44,56,-12,0
923,5/19/2017,44%,56%,44,56,-12,0
924,5/18/2017,44%,55%,44,55,-11,1
925,5/17/2017,44%,56%,44,56,-12,0
926,5/16/2017,43%,57%,43,57,-14,0
927,5/15/2017,44%,56%,44,56,-12,0
928,5/12/2017,45%,55%,45,55,-10,0
929,5/11/2017,48%,52%,48,52,-4,0
930,5/10/2017,47%,53%,47,53,-6,0
931,5/9/2017,46%,54%,46,54,-8,0
932,5/8/2017,45%,54%,45,54,-9,1
933,5/5/2017,46%,54%,46,54,-8,0
934,5/4/2017,48%,52%,48,52,-4,0
935,5/3/2017,49%,51%,49,51,-2,0
936,5/2/2017,48%,52%,48,52,-4,0
937,5/1/2017,47%,53%,47,53,-6,0
938,4/28/2017,47%,53%,47,53,-6,0
939,4/27/2017,45%,55%,45,55,-10,0
940,4/26/2017,46%,54%,46,54,-8,0
941,4/25/2017,47%,53%,47,53,-6,0
942,4/24/2017,51%,49%,51,49,2,0
943,4/21/2017,49%,51%,49,51,-2,0
944,4/20/2017,49%,51%,49,51,-2,0
945,4/19/2017,48%,52%,48,52,-4,0
946,4/18/2017,50%,50%,50,50,0,0
947,4/17/2017,50%,50%,50,50,0,0
948,4/14/2017,48%,52%,48,52,-4,0
949,4/13/2017,48%,52%,48,52,-4,0
950,4/12/2017,47%,53%,47,53,-6,0
951,4/11/2017,47%,53%,47,53,-6,0
952,4/10/2017,44%,56%,44,56,-12,0
953,4/7/2017,45%,55%,45,55,-10,0
954,4/6/2017,46%,54%,46,54,-8,0
955,4/5/2017,46%,54%,46,54,-8,0
956,4/4/2017,43%,57%,43,57,-14,0
957,4/3/2017,42%,58%,42,58,-16,0
958,3/31/2017,43%,57%,43,57,-14,0
959,3/30/2017,44%,56%,44,56,-12,0
960,3/29/2017,44%,56%,44,56,-12,0
961,3/28/2017,45%,55%,45,55,-10,0
962,3/27/2017,45%,54%,45,54,-9,1
963,3/24/2017,44%,56%,44,56,-12,0
964,3/23/2017,47%,53%,47,53,-6,0
965,3/22/2017,46%,54%,46,54,-8,0
966,3/21/2017,50%,50%,50,50,0,0
967,3/20/2017,49%,51%,49,51,-2,0
968,3/17/2017,48%,52%,48,52,-4,0
969,3/16/2017,47%,53%,47,53,-6,0
970,3/15/2017,45%,54%,45,54,-9,1
971,3/14/2017,46%,53%,46,53,-7,1
972,3/13/2017,47%,53%,47,53,-6,0
973,3/10/2017,48%,52%,48,52,-4,0
974,3/9/2017,49%,51%,49,51,-2,0
975,3/8/2017,49%,51%,49,51,-2,0
976,3/7/2017,51%,49%,51,49,2,0
977,3/6/2017,52%,48%,52,48,4,0
978,3/3/2017,53%,47%,53,47,6,0
979,3/2/2017,52%,48%,52,48,4,0
980,3/1/2017,50%,50%,50,50,0,0
981,2/28/2017,50%,50%,50,50,0,0
982,2/27/2017,51%,49%,51,49,2,0
983,2/24/2017,53%,47%,53,47,6,0
984,2/23/2017,52%,47%,52,47,5,1
985,2/22/2017,51%,49%,51,49,2,0
986,2/21/2017,50%,50%,50,50,0,0
987,2/20/2017,51%,49%,51,49,2,0
988,2/17/2017,55%,45%,55,45,10,0
989,2/16/2017,55%,45%,55,45,10,0
990,2/15/2017,53%,47%,53,47,6,0
991,2/14/2017,52%,48%,52,48,4,0
992,2/13/2017,52%,48%,52,48,4,0
993,2/10/2017,52%,48%,52,48,4,0
994,2/9/2017,53%,47%,53,47,6,0
995,2/8/2017,53%,47%,53,47,6,0
996,2/7/2017,53%,47%,53,47,6,0
997,2/6/2017,53%,47%,53,47,6,0
998,2/3/2017,54%,46%,54,46,8,0
999,2/2/2017,53%,47%,53,47,6,0
1000,2/1/2017,53%,47%,53,47,6,0
1001,1/31/2017,51%,49%,51,49,2,0
1002,1/30/2017,53%,47%,53,47,6,0
1003,1/27/2017,55%,45%,55,45,10,0
1004,1/26/2017,59%,41%,59,41,18,0
1005,1/25/2017,57%,43%,57,43,14,0
1006,1/24/2017,57%,43%,57,43,14,0
1007,1/23/2017,55%,44%,55,44,11,1
1008,1/20/2017,56%,44%,56,44,12,0
